id,question,answer,category,tags,alt_questions
t_ng_h_p_s_u_qa_01,"Ý nghĩa của cụm từ 'CÂY LÚA- PHÒNG TR' trong đoạn văn là gì?","Cụm từ 'CÂY LÚA- PHÒNG TR' có thể là phần đầu của một tiêu đề hoặc chủ đề liên quan đến cây lúa và các biện pháp phòng trừ sâu bệnh hại trong nông nghiệp, tuy nhiên do đoạn văn bị cắt ngắn nên không thể xác định đầy đủ nội dung.","nong_nghiep","cay_lua|phong_tru|sau_benh|nong_nghiep","Cụm từ 'CÂY LÚA- PHÒNG TR' nói về vấn đề gì?|Nội dung chính của 'CÂY LÚA- PHÒNG TR' là gì?|'CÂY LÚA- PHÒNG TR' đề cập đến lĩnh vực nào?"
t_ng_h_p_s_u_qa_02,"Đoạn văn có chứa những từ viết tắt hoặc ký tự đặc biệt nào không?","Đoạn văn có chứa các ký tự đặc biệt và từ viết tắt như 'T NG H P SÂU B NH H I', có thể là lỗi OCR hoặc phần bị cắt xén, không rõ nghĩa cụ thể.","ky_tu_dac_biet","ky_tu_dac_biet|viet_tat|loi_ocr|doan_van_ngan","Đoạn văn có chứa ký tự đặc biệt nào?|Có từ viết tắt nào trong đoạn văn không?|Ý nghĩa của 'T NG H P SÂU B NH H I' là gì?"
a_s_u_h_i_1_mu_i_h_chunk_01,"Muỗi hành là sâu hại như thế nào đối với cây lúa?","Muỗi hành là loại sâu hại gây hại cho cây lúa từ giai đoạn mạ (10-25 ngày) đến gần cuối giai đoạn đẻ nhánh, đặc biệt xuất hiện nhiều nhất trong thời điểm đẻ nhánh (25-40 ngày). Khi bị muỗi hành hại, cây lúa sẽ bị lùn, đâm nhiều chồi, lá lúa có màu xanh thẳm, ngắn và dựng đứng, đồng thời xuất hiện nhiều cọng lúa giống cọng hành bên trong cây.","sau_hai","sau_hai|muoi_hanh|cay_lua|benh_hai|phong_ngua","Muỗi hành gây hại cho cây lúa như thế nào|Đặc điểm sâu hại muỗi hành trên cây lúa là gì|Tác hại của muỗi hành đối với lúa như thế nào"
a_s_u_h_i_1_mu_i_h_chunk_02,"Những loại thuốc nào được sử dụng để trừ muỗi hành và cách sử dụng hiệu quả?","Các loại thuốc trừ muỗi hành bao gồm Binhfos 50EC, Fullkill 50EC, Cymkill 25EC, Sha chong jing 95WP. Để đạt hiệu quả, nên phun thuốc định kỳ mỗi 7-10 ngày một lần nhằm kiểm soát sâu hại muỗi hành trên cây lúa.","sau_hai","thuoc_tru_sau|muoi_hanh|phun_thuoc|phong_ngua|lua","Thuốc nào dùng để trừ muỗi hành trên lúa|Cách sử dụng thuốc trừ muỗi hành hiệu quả|Nên phun thuốc trừ muỗi hành bao lâu một lần"
a_s_u_h_i_1_mu_i_h_qa_01,"Muỗi hành thường gây hại cây lúa trong giai đoạn nào?","Muỗi hành thường gây hại cây lúa từ giai đoạn mạ (10-25 ngày) đến gần cuối giai đoạn đẻ nhánh, đặc biệt nhiều nhất trong thời điểm đẻ nhánh (25-40 ngày).","sau_hai","muoi_hanh|giai_doan_hai|cay_lua|sau_hai_lua","Muỗi hành gây hại lúa vào thời gian nào|Giai đoạn cây lúa bị muỗi hành hại là khi nào|Khi nào muỗi hành xuất hiện nhiều nhất trên lúa"
a_s_u_h_i_1_mu_i_h_qa_02,"Dấu hiệu nhận biết cây lúa bị muỗi hành hại là gì?","Cây lúa bị muỗi hành hại sẽ có hiện tượng cây lùn, đâm rất nhiều chồi, lá lúa xanh thẳm, ngắn và dựng đứng, đồng thời có nhiều cọng lúa giống cọng hành nằm bên trong cây.","sau_hai","dau_hieu_sau_hai|muoi_hanh|cay_lua|nhan_biet_sau_hai","Làm sao nhận biết cây lúa bị muỗi hành hại|Dấu hiệu cây lúa bị muỗi hành|Biểu hiện của cây lúa khi bị muỗi hành"
a_s_u_h_i_1_mu_i_h_qa_03,"Tại sao cần phun thuốc trừ muỗi hành định kỳ 7-10 ngày một lần?","Phun thuốc trừ muỗi hành định kỳ 7-10 ngày một lần giúp kiểm soát hiệu quả sâu hại, ngăn ngừa sự phát triển và tái xuất hiện của muỗi hành trên cây lúa, từ đó bảo vệ năng suất và chất lượng lúa.","sau_hai","phun_thuoc|muoi_hanh|phong_ngua|lua|quan_ly_sau_hai","Tại sao phải phun thuốc trừ muỗi hành định kỳ|Lý do phun thuốc trừ muỗi hành mỗi 7-10 ngày|Tác dụng của việc phun thuốc định kỳ trừ muỗi hành"
2_b_tr_th_ng_x_chunk_01,"Bọ trĩ thường xuất hiện ở giai đoạn nào của cây lúa và gây hại như thế nào?","Bọ trĩ thường xuất hiện ở giai đoạn mạ non từ 7 đến 25 ngày và giai đoạn đẻ nhánh từ 25 đến 40 ngày. Chúng gây hại trên lá lúa non bằng cách để lại nhiều điểm trắng nhỏ. Khi bị hại nặng, lá lúa sẽ cuốn lại ở chóp, làm lá héo, tóp lại và khô vàng. Nếu bị hại nghiêm trọng, lá lúa chuyển sang màu vàng sẫm, đặc biệt nặng ở các ruộng khô nước.","sau_bi_hai","bo_tri|gay_hai|lua|giai_doan_may_non|gay_hai_la","Bọ trĩ xuất hiện khi nào trên cây lúa?|Bọ trĩ gây hại như thế nào trên lá lúa non?|Giai đoạn nào cây lúa dễ bị bọ trĩ tấn công?"
2_b_tr_th_ng_x_chunk_02,"Phương pháp xử lý bọ trĩ khi mức độ nhẹ và nặng là gì?","Khi mức độ bọ trĩ nhẹ, có thể sử dụng thuốc Abamectin hoặc Ema benzoate với liều lượng 45ml pha trong 20 lít nước. Khi mức độ nặng, cần kết hợp thêm thuốc lưu dẫn và có thể tư vấn sử dụng phân bón lá để giúp lúa nhanh phục hồi.","phuong_phap_xu_ly","xu_ly_bo_tri|thuoc_tru_sau|muc_do_hai|phong_ngua|phuc_hoi_lua","Cách xử lý bọ trĩ khi bị nhẹ là gì?|Phương pháp xử lý bọ trĩ khi bị nặng ra sao?|Thuốc nào dùng cho bọ trĩ mức độ nhẹ?"
2_b_tr_th_ng_x_chunk_03,"Các công thức thuốc trừ bọ trĩ hiệu quả được đề xuất trong đoạn là gì?","Các công thức thuốc trừ bọ trĩ hiệu quả gồm: Tiếp xúc mạnh kết hợp lưu dẫn như Oxatin 24-30ml + Nofara 30ml hoặc Tosi 30gram pha trong 20 lít nước; Xông hơi kết hợp lưu dẫn với Ongcha, Binhfos, Tamiko hoặc Santoso 450ml + Tosi, Exami hoặc Dinotop 300gr pha trong 200 lít nước; Topxapy 240ml + Tosi/Exami/Dinotop 300gr/200L; Abinsec oxatin 1.8EC 300ml + Nofara 240SC 240ml + Tosi 300gr + bám dính 100ml/200L; Tiếp xúc nhẹ kết hợp xông hơi như Sha chong jing 100g + Forcin 450ml.","cong_thuc_thuoc","thuoc_tru_bo_tri|cong_thuc|xong_hoi|luu_dan|tieu_diet_bo_tri","Những công thức thuốc nào được dùng để diệt bọ trĩ hiệu quả?|Thuốc trừ bọ trĩ nào kết hợp tiếp xúc mạnh và lưu dẫn?|Cách pha thuốc xông hơi để diệt bọ trĩ là gì?" 
2_b_tr_th_ng_x_qa_01,"Bọ trĩ gây hại như thế nào trên lá lúa non?","Bọ trĩ gây hại trên lá lúa non bằng cách để lại nhiều điểm trắng nhỏ. Khi bị hại nặng, lá sẽ cuốn lại ở chóp, làm lá héo, tóp lại và khô vàng. Nếu bị hại nghiêm trọng, lá chuyển sang màu vàng sẫm, đặc biệt ở các ruộng khô nước.","sau_bi_hai","bo_tri|gay_hai|la_lua|muc_do_hai|lua_kho_nuoc","Bọ trĩ ảnh hưởng ra sao đến lá lúa non?|Dấu hiệu lá lúa bị bọ trĩ là gì?|Lá lúa bị bọ trĩ nặng có biểu hiện thế nào?"
2_b_tr_th_ng_x_qa_02,"Khi bọ trĩ ở mức độ nhẹ, nên sử dụng thuốc gì và liều lượng ra sao?","Ở mức độ nhẹ, nên sử dụng thuốc Abamectin hoặc Ema benzoate với liều lượng 45ml pha trong 20 lít nước để diệt bọ trĩ hiệu quả.","phuong_phap_xu_ly","thuoc_tru_sau|bo_tri|muc_do_nhe|lieu_luong|phong_ngua","Thuốc nào dùng cho bọ trĩ mức độ nhẹ?|Liều lượng thuốc trừ bọ trĩ khi nhẹ là bao nhiêu?|Cách xử lý bọ trĩ nhẹ như thế nào?"
2_b_tr_th_ng_x_qa_03,"Tại sao nên kết hợp phân bón lá khi bọ trĩ gây hại nặng?","Khi bọ trĩ gây hại nặng, việc kết hợp sử dụng phân bón lá giúp cây lúa nhanh phục hồi sau tổn thương do bọ trĩ gây ra, tăng cường sức khỏe và khả năng chống chịu của cây.","phuc_hoi_lua","phuc_hoi|phan_bon_la|bo_tri|cham_soc_lua|tang_cuong_suc_khoe","Tại sao cần dùng phân bón lá khi bọ trĩ hại nặng?|Lợi ích của phân bón lá trong xử lý bọ trĩ là gì?|Phân bón lá giúp cây lúa thế nào khi bị bọ trĩ?"
2_b_tr_th_ng_x_qa_04,"Công thức thuốc nào được đánh giá là hiệu quả và mạnh nhất để diệt bọ trĩ?","Công thức thuốc kết hợp tiếp xúc mạnh và lưu dẫn như Oxatin 24-30ml + Nofara 30ml hoặc Tosi 30gram pha trong 20 lít nước được đánh giá là công thức sử dụng hiệu quả nhất và mạnh nhất để diệt bọ trĩ mà không gây nóng cây.","cong_thuc_thuoc","thuoc_tru_sau|cong_thuc_hieu_qua|bo_tri|xong_hoi|luu_dan","Thuốc nào hiệu quả nhất để diệt bọ trĩ?|Công thức thuốc trừ bọ trĩ mạnh nhất là gì?|Tại sao công thức Oxatin + Nofara/Tosi được ưa chuộng?"
3_s_u_cu_n_l_s_u_c_chunk_01,"Sâu cuốn lá xuất hiện và gây hại ở những giai đoạn nào của cây lúa?","Sâu cuốn lá thường xuất hiện ở các giai đoạn mạ từ 10-20 ngày, giai đoạn đẻ nhánh đến làm đòng từ 20-45 ngày, và giai đoạn trổ bông đến chín. Trong các giai đoạn này, sâu non tuổi 2-3 nhả tơ khâu mép lá để cuốn lại tạo thành bao sinh sống và gây hại bên trong bằng cách ăn mô lá, làm cho ruộng lúa bị hại trông xơ xác và bạc trắng khi nhìn từ xa.","sau_cuon_la","sau_cuon_la|giai_doan_lua|gay_hai|mo_la|ruong_lua","Sâu cuốn lá gây hại ở giai đoạn nào|Khi nào sâu cuốn lá xuất hiện trên lúa|Giai đoạn gây hại của sâu cuốn lá là gì"
3_s_u_cu_n_l_s_u_c_chunk_02,"Những phương pháp phòng trừ sâu cuốn lá được đề xuất trong đoạn văn là gì?","Có 5 phương pháp phòng trừ sâu cuốn lá được đề xuất: 1) Dùng thuốc tiếp xúc mạnh như Ohayo 100SC hoặc Igro Ohayo 240SC kết hợp Kajio 5EC/5WG phun xịt; 2) Dùng kết hợp thuốc tiếp xúc mạnh và nhẹ, ví dụ Oxatin với Kajio 5EC/5WG; 3) Dùng thuốc lưu dẫn mạnh như Koto Gold để xịt, hiệu quả diệt sâu 80-90% ở vùng kháng cao; 4) Dùng thuốc tiếp xúc nhẹ kết hợp xông hơi với hỗn hợp Sha chong jing 95WP, Ongcha 40EC và Igro 240SC; 5) Rải thuốc gốc sau khi sạ lúa 15-20 ngày để trừ ấu trùng sâu cuốn lá và các loại sâu khác như sâu đục thân, bọ trĩ.","phong_tru_sau_cuon_la","phong_tru|sau_cuon_la|thuoc_tru_sau|lua|ky_thuat_tru_sau","Phương pháp phòng trừ sâu cuốn lá là gì|Cách nào để diệt sâu cuốn lá hiệu quả|Làm sao để phòng trừ sâu cuốn lá trên lúa"
3_s_u_cu_n_l_s_u_c_qa_01,"Sâu cuốn lá thường gây hại như thế nào cho cây lúa?","Sâu cuốn lá non tuổi 2-3 nhả tơ khâu mép lá cuốn lại thành bao để sinh sống và ăn mô lá bên trong. Việc này làm cho ruộng lúa bị hại trông xơ xác, và khi nhìn từ xa, ruộng lúa có màu bạc trắng do lá bị tổn thương.","sau_cuon_la","sau_cuon_la|gay_hai|mo_la|lua|tri_hieu_sau","Sâu cuốn lá gây hại ra sao|Tác hại của sâu cuốn lá trên lúa là gì|Sâu cuốn lá ảnh hưởng thế nào đến cây lúa"
3_s_u_cu_n_l_s_u_c_qa_02,"Thuốc Ohayo 100SC và Igro Ohayo 240SC được sử dụng như thế nào để phòng trừ sâu cuốn lá?","Thuốc Ohayo 100SC hoặc Igro Ohayo 240SC được pha với Kajio 5EC hoặc 5WG với liều lượng cụ thể (50ml Ohayo 100SC hoặc 240SC + 25ml hoặc 25gr Kajio trên 25L nước) và phun xịt cho 1 công ruộng. Liều lượng phun là 1.5-2 bình trên 1 công, tương đương 2 chai 240ml trên 1 ha, nhằm tiêu diệt sâu cuốn lá hiệu quả.","phong_tru_sau_cuon_la","thuoc_tru_sau|ohayo|igro|lua|phun_thuoc|sau_cuon_la","Cách sử dụng thuốc Ohayo để trừ sâu cuốn lá|Liều lượng thuốc Ohayo 100SC phun cho lúa|Phương pháp dùng thuốc Ohayo phòng trừ sâu cuốn lá"
3_s_u_cu_n_l_s_u_c_qa_03,"Tại sao nên rải thuốc gốc sau khi sạ lúa 15-20 ngày để phòng trừ sâu cuốn lá?","Rải thuốc gốc sau khi sạ lúa 15-20 ngày giúp trừ ấu trùng sâu cuốn lá ngay từ giai đoạn đầu phát triển, đồng thời cũng có thể phòng trừ các loại sâu khác như sâu đục thân và bọ trĩ, giúp bảo vệ cây lúa hiệu quả hơn trong suốt quá trình sinh trưởng.","phong_tru_sau_cuon_la","phong_tru|sau_cuon_la|rau_thuoc_goc|lua|sau_au_trung","Tại sao cần rải thuốc gốc sau khi sạ lúa|Lợi ích của việc rải thuốc gốc phòng sâu cuốn lá|Khi nào nên rải thuốc gốc để trừ sâu cuốn lá"
4_s_u_c_th_n_th_chunk_01,"Sâu đục thân xuất hiện ở những giai đoạn nào của cây lúa?","Sâu đục thân thường xuất hiện ở các giai đoạn mạ, đẻ nhánh (từ 18 đến 35 ngày), làm đòng - trổ bông (từ 40 đến 60 ngày) và giai đoạn chín sữa của cây lúa.","sau_duc_than","sau_duc_than|giai_doan_xuat_hien|cay_lua|sau_benh|nong_nghiep","Sâu đục thân xuất hiện khi nào trên cây lúa?|Các giai đoạn phát triển của cây lúa mà sâu đục thân thường xuất hiện là gì?|Khi nào sâu đục thân gây hại trên cây lúa?"
4_s_u_c_th_n_th_chunk_02,"Tác hại của ấu trùng sâu đục thân đối với cây lúa như thế nào?","Ấu trùng non của sâu đục thân ăn lá và bẹ lá, còn sâu lớn đục vào thân cây ở phần dưới gốc, gây tổn thương nghiêm trọng cho cây lúa, làm giảm khả năng sinh trưởng và năng suất.","sau_duc_than","au_trung|sau_duc_than|tac_hai|cay_lua|benh_sau","Ấu trùng sâu đục thân gây hại ra sao cho cây lúa?|Sâu đục thân ảnh hưởng như thế nào đến cây lúa?|Tác hại của sâu đục thân trên cây lúa là gì?"
4_s_u_c_th_n_th_chunk_03,"Những phương pháp phòng trừ sâu đục thân được đề xuất trong đoạn là gì?","Phòng trừ sâu đục thân gồm các bước: 1) Rải thuốc sâu dạng rải như Kajio 1GR, Ledan 4GR, Miriphos 1GB, Basuzin 1GB cùng với cử bón phân đợt 2 (giai đoạn 18-20 ngày). 2) Sử dụng thuốc tiếp xúc mạnh như Ohayo 100SC, Igro 240SC, Topxapy 30SC. 3) Dùng thuốc xông hơi như Forsan 60EC, Binhfos 50EC, Arriphos 40EC, Fullkill 50EC, Phonix Dragon 20EC để vừa diệt trừ vừa đuổi sâu ra ngoài ống. 4) Ở vùng mật độ sâu cao, kháng nặng kết hợp thuốc tiếp xúc mạnh và xông hơi. 5) Sử dụng tiếp xúc nhẹ kết hợp xông hơi với thuốc sha chong jing 95wp và Ongcha 40EC.","phong_tru_sau_duc_than","phong_tru|sau_duc_than|thuoc_bao_ve_thuc_vat|ky_thuat|nong_nghiep","Phương pháp phòng trừ sâu đục thân gồm những gì?|Làm sao để phòng trừ sâu đục thân hiệu quả?|Các bước xử lý sâu đục thân trong cây lúa là gì?"
4_s_u_c_th_n_th_qa_01,"Sâu đục thân thường xuất hiện ở những giai đoạn nào của cây lúa?","Sâu đục thân thường xuất hiện ở các giai đoạn mạ, đẻ nhánh (18-35 ngày), làm đòng - trổ bông (40-60 ngày) và chín sữa.","sau_duc_than","sau_duc_than|giai_doan_xuat_hien|cay_lua","Khi nào sâu đục thân xuất hiện trên cây lúa?|Giai đoạn nào cây lúa bị sâu đục thân tấn công nhiều nhất?|Sâu đục thân gây hại ở giai đoạn nào của cây lúa?"
4_s_u_c_th_n_th_qa_02,"Tác hại của ấu trùng sâu đục thân đối với cây lúa là gì?","Ấu trùng non ăn lá và bẹ lá, còn sâu lớn đục vào thân ở phần dưới gốc, làm tổn thương cây lúa, ảnh hưởng đến sinh trưởng và năng suất.","sau_duc_than","au_trung|sau_duc_than|tac_hai|cay_lua","Ấu trùng sâu đục thân gây hại như thế nào?|Sâu đục thân ảnh hưởng ra sao đến cây lúa?|Tác hại của sâu đục thân trên cây lúa là gì?"
4_s_u_c_th_n_th_qa_03,"Những loại thuốc và phương pháp nào được sử dụng để phòng trừ sâu đục thân?","Các phương pháp gồm rải thuốc sâu dạng rải (Kajio 1GR, Ledan 4GR...), sử dụng thuốc tiếp xúc mạnh (Ohayo 100SC, Igro 240SC...), dùng thuốc xông hơi (Forsan 60EC, Binhfos 50EC...), kết hợp tiếp xúc mạnh và xông hơi ở vùng mật độ cao, và tiếp xúc nhẹ kết hợp xông hơi với sha chong jing 95wp và Ongcha 40EC.","phong_tru_sau_duc_than","phong_tru|thuoc_bao_ve_thuc_vat|sau_duc_than|nong_nghiep","Phương pháp phòng trừ sâu đục thân gồm những gì?|Làm sao để phòng trừ sâu đục thân hiệu quả?|Các loại thuốc nào dùng để diệt sâu đục thân?"
5_r_y_n_u_r_y_l_ng_chunk_01,"Rầy nâu xuất hiện và phát triển mạnh trong điều kiện nào?","Rầy nâu có thể xuất hiện ở bất kỳ giai đoạn nào của cây lúa, nhưng thường bùng phát mạnh khi thời tiết ẩm ướt và ấm áp, nhiệt độ khoảng 25−30°C. Chúng phát triển mạnh nhất trong các giai đoạn cây lúa sinh trưởng như đẻ nhánh, làm đòng và trổ bông.","sinh_hoc_ray_nau","ray_nau|dieu_kien_phat_trien|cay_lua|thoi_tiet_am_uot|nhiet_do_25_30","Rầy nâu phát triển mạnh khi nào|Điều kiện thuận lợi để rầy nâu bùng phát là gì|Khi nào rầy nâu xuất hiện nhiều trên cây lúa"
5_r_y_n_u_r_y_l_ng_chunk_02,"Tác hại của rầy nâu đối với cây lúa là gì?","Rầy nâu tập trung hút nhựa ở thân lúa với mật độ cao gây hiện tượng cháy rầy, làm cây lúa úa vàng, khô trắng, giảm năng suất đến 50% hoặc thậm chí mất trắng. Ngoài ra, rầy nâu còn là tác nhân truyền virus gây bệnh vàng lùn và lùn xoắn lá, làm cây lúa bị lùn, lá xoắn, đòng ngắn và hạt lép, rất nguy hiểm cho sản xuất lúa.","tac_hai_ray_nau","tac_hai|ray_nau|benh_vang_lun|benh_lun_xoan_la|giam_nang_suat","Rầy nâu gây hại như thế nào cho cây lúa|Tác động của rầy nâu đến năng suất lúa ra sao|Rầy nâu ảnh hưởng đến cây lúa như thế nào"
5_r_y_n_u_r_y_l_ng_chunk_03,"Các sản phẩm phòng trừ rầy nâu phổ biến là gì và cách sử dụng?","Các sản phẩm phòng trừ rầy nâu phổ biến gồm các sản phẩm gốc lưu dẫn như Chessin 600WP (15-30gr/20L), Khongray 54WP (20g/25L), Dinotop 300WP (30-50gr/25L), Exami 20WG (25gr/25L), Million 50WG (20-25gr/25L). Ngoài ra, có thể dùng hỗn hợp 50gr lưu dẫn kết hợp 50ml xông hơi (ví dụ 50ml Exami + 50ml Binhfos/25L) để vừa diệt trừ vừa xua đuổi rầy, đạt hiệu quả 90-95%.","phong_tru_ray_nau","san_pham_phong_tru|ray_nau|thuoc_tru_sau|luu_dan|xong_hoi|hieu_qua_90_95","Thuốc phòng trừ rầy nâu phổ biến là gì|Cách sử dụng thuốc để diệt rầy nâu hiệu quả|Các sản phẩm diệt rầy nâu được dùng như thế nào"
5_r_y_n_u_r_y_l_ng_qa_01,"Rầy nâu thường phát triển mạnh nhất vào giai đoạn nào của cây lúa?","Rầy nâu phát triển mạnh nhất vào các giai đoạn cây lúa đang sinh trưởng như đẻ nhánh, làm đòng và trổ bông.","sinh_hoc_ray_nau","ray_nau|giai_doan_sinh_truong|cay_lua|de_nhanh|lam_dong|tro_bong","Khi nào rầy nâu phát triển mạnh nhất trên cây lúa|Giai đoạn sinh trưởng nào cây lúa dễ bị rầy nâu tấn công|Rầy nâu bùng phát vào lúc nào trong quá trình phát triển của lúa"
5_r_y_n_u_r_y_l_ng_qa_02,"Virus nào được rầy nâu truyền gây hại cho cây lúa?","Rầy nâu là tác nhân truyền virus gây bệnh vàng lùn và lùn xoắn lá, làm cây lúa bị lùn, lá xoắn, đòng ngắn và hạt lép.","benh_ray_nau|virus|vang_lun|lun_xoan_la|ray_nau|cay_lua","Rầy nâu truyền virus nào gây bệnh cho lúa|Các bệnh do rầy nâu truyền là gì|Virus gây bệnh vàng lùn và lùn xoắn lá được truyền bởi gì"
5_r_y_n_u_r_y_l_ng_qa_03,"Hiệu quả phòng trừ rầy nâu khi dùng hỗn hợp lưu dẫn và xông hơi là bao nhiêu?","Khi sử dụng hỗn hợp 50gr thuốc gốc lưu dẫn kết hợp với 50ml xông hơi (ví dụ 50ml Exami + 50ml Binhfos/25L), hiệu quả phòng trừ rầy nâu đạt khoảng 90-95%.","phong_tru_ray_nau|hieu_qua|thuoc_tru_sau|luu_dan|xong_hoi","Hiệu quả diệt rầy nâu khi dùng thuốc lưu dẫn kết hợp xông hơi là bao nhiêu|Tỷ lệ thành công khi dùng hỗn hợp thuốc diệt rầy nâu|Phòng trừ rầy nâu bằng thuốc lưu dẫn và xông hơi có hiệu quả không"
b_r_y_c_nh_tr_ng_r_chunk_01,"Rầy cánh trắng xuất hiện ở giai đoạn nào của cây lúa và gây hại như thế nào?","Rầy cánh trắng thường xuất hiện từ giai đoạn làm đòng đến khi lúa chín hoàn toàn, tức là từ 45 đến 90 ngày sau khi sạ. Chúng chích hút nhựa ở mặt dưới lá và bẹ lá, làm cho lá lúa bị vàng úa. Ngoài ra, lá bị xoắn lại ở phần cổ lá, giống như bị 'siết cổ lá', gây ảnh hưởng xấu đến sự phát triển của cây lúa.","sau_benh_hai","ray_canh_trang|gay_hai|lam_dong|chinh_lua|chich_hut_nhua","Rầy cánh trắng xuất hiện khi nào trên cây lúa?|Rầy cánh trắng gây hại như thế nào cho cây lúa?|Giai đoạn xuất hiện của rầy cánh trắng là gì?"
b_r_y_c_nh_tr_ng_r_chunk_02,"Những sản phẩm phòng trừ rầy cánh trắng được đề xuất trong đoạn là gì?","Các sản phẩm gốc lưu dẫn được đề xuất để phòng trừ rầy cánh trắng gồm: 1. Tosi 30WG với liều dùng 10gr/20L nước; 2. Dinotop 300WP với liều 30-50gr/25L; 3. Chessin 600WG với liều 30g/25L; 4. Khongray 54WP với liều 20gr/25L; 5. Exami 20WG hoặc Million 50WG với liều 25gr/25L. Những sản phẩm này giúp kiểm soát rầy cánh trắng hiệu quả.","san_pham_phong_tru","san_pham|phong_tru|ray_canh_trang|thuoc_bao_ve_thuc_vat|lieu_dung","Những loại thuốc nào được dùng để phòng trừ rầy cánh trắng?|Danh sách sản phẩm phòng trừ rầy cánh trắng gồm những gì?|Thuốc phòng trừ rầy cánh trắng được sử dụng như thế nào?"
b_r_y_c_nh_tr_ng_r_qa_01,"Rầy cánh trắng gây hại cho cây lúa bằng cách nào?","Rầy cánh trắng gây hại cho cây lúa bằng cách chích hút nhựa ở mặt dưới lá và bẹ lá, làm cho lá bị vàng úa và xoắn lại ở phần cổ lá, hiện tượng này giống như lá bị 'siết cổ lá', ảnh hưởng đến sự phát triển bình thường của cây lúa.","sau_benh_hai","ray_canh_trang|gay_hai|chich_hut_nhua|la_xoan|la_vang_ua","Rầy cánh trắng làm lá lúa bị ảnh hưởng như thế nào?|Cơ chế gây hại của rầy cánh trắng trên cây lúa là gì?"
b_r_y_c_nh_tr_ng_r_qa_02,"Khi nào nên phòng trừ rầy cánh trắng trên cây lúa?","Nên phòng trừ rầy cánh trắng từ giai đoạn làm đòng đến khi lúa chín hoàn toàn, tức là trong khoảng thời gian từ 45 đến 90 ngày sau khi sạ, vì đây là thời điểm rầy cánh trắng thường xuất hiện và gây hại cho cây lúa.","thoi_diem_phong_tru","thoi_diem|phong_tru|ray_canh_trang|lam_dong|chinh_lua","Khi nào rầy cánh trắng xuất hiện trên cây lúa?|Thời điểm thích hợp để phòng trừ rầy cánh trắng là khi nào?"
b_r_y_c_nh_tr_ng_r_qa_03,"Liều lượng sử dụng của thuốc Tosi 30WG để phòng trừ rầy cánh trắng là bao nhiêu?","Liều lượng sử dụng của thuốc Tosi 30WG để phòng trừ rầy cánh trắng là 10 gram pha với 20 lít nước, phun lên cây lúa để kiểm soát hiệu quả rầy cánh trắng.","san_pham_phong_tru","lieu_luong|thuoc|phong_tru|ray_canh_trang|tosi_30wg","Liều dùng của Tosi 30WG để diệt rầy cánh trắng là gì?|Cách sử dụng Tosi 30WG để phòng trừ rầy cánh trắng như thế nào?"
6_nh_n_gi_nh_n_g_chunk_01,"Nhện gié xuất hiện và gây hại cho cây lúa như thế nào?","Nhện gié xuất hiện quanh năm và gây hại cho cây lúa, đặc biệt mật số cao nhất thường vào giai đoạn lúa trổ (35-45 ngày sau sạ). Chúng tấn công bẹ lá cờ và bông lúa, làm giảm năng suất lúa.","sinh_vat_hai","nhen_gie|gay_hai|lua|mat_so|giai_doan_tro","Nhện gié ảnh hưởng đến cây lúa ra sao|Nhện gié gây hại cho lúa như thế nào|Nhện gié xuất hiện khi nào và gây tác hại gì cho lúa"
6_nh_n_gi_nh_n_g_chunk_02,"Nhện gié có liên quan như thế nào đến các bệnh do nấm và vi khuẩn trên cây lúa?","Nhện gié kết hợp với nấm Saroclarium oryzae gây thối bẹ, vi khuẩn Pseudomonas fuscovaginae gây thối nâu bẹ, và các dòng nấm, vi khuẩn Burkholderia glumae gây lem lép hạt trên cây lúa, làm tăng mức độ tổn thương và giảm năng suất.","sinh_vat_hai","nhen_gie|nam|vi_khuan|benh_lua|ket_hop","Nhện gié liên quan thế nào đến bệnh trên lúa|Nhện gié gây bệnh gì khi kết hợp với nấm và vi khuẩn|Nhện gié ảnh hưởng đến các bệnh trên cây lúa ra sao"
6_nh_n_gi_nh_n_g_chunk_03,"Những sản phẩm nào được khuyến cáo để phòng trừ nhện gié trên cây lúa?","Các sản phẩm phòng trừ nhện gié gồm Abamectin 3.6 (phun khi nhện mới xuất hiện và còn nhỏ, liều 45ml/25L nước), Lama 40EC (20ml/18L nước), và Kajio 5EC (45ml/20L nước). Việc phun thuốc đúng thời điểm giúp kiểm soát hiệu quả nhện gié.","phong_tru_sinh_vat_hai","phong_tru|nhen_gie|thuoc_bao_ve_thuc_vat|lua|san_pham_phong_tru","Thuốc nào dùng để phòng trừ nhện gié trên lúa|Cách phòng trừ nhện gié hiệu quả là gì|Sản phẩm phòng trừ nhện gié gồm những gì"
6_nh_n_gi_nh_n_g_qa_01,"Nhện gié thường gây hại cho cây lúa vào thời điểm nào?","Nhện gié có mật số cao nhất thường vào giai đoạn lúa trổ, tức là từ 35 đến 45 ngày sau khi sạ lúa.","sinh_vat_hai","nhen_gie|thoi_diem_gay_hai|lua|mat_so_cao","Khi nào nhện gié gây hại nặng nhất cho lúa|Thời điểm mật số nhện gié cao nhất là khi nào|Nhện gié xuất hiện nhiều nhất vào giai đoạn nào của cây lúa"
