row_index,id,issue_type,severity,detail
604,nekko_69wp_azo_mz_b_c_s_n_m_b_nh_2_m_u_xanh_v_ng_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
605,nekko_69wp_azo_mz_b_c_s_n_m_b_nh_2_m_u_xanh_v_ng_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
610,shinawa_400ec_vua_ph_n_tr_ng_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
611,shinawa_400ec_vua_ph_n_tr_ng_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
612,shinawa_400ec_vua_ph_n_tr_ng_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
615,nakano_50wp_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
619,emycin_4wp_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
625,cocosieu_15_5wp_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
629,aco_one_40ec_thay_th_cho_t_n_c_isoone_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
635,fujiboss_30sc_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
639,supermario_70sc_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
644,kyodo_50wp_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
646,kyodo_50wp_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
647,kyodo_50wp_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
650,lama_50ec_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
654,ic_top_28_1sc_booc_dor_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
658,ohayo_100sc_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
662,koto_gold_240sc_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
666,kyodo_25sc_gold_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
671,maruka_5ec_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
673,maruka_5ec_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
675,many_800wp_vua_tr_c_ng_m_a_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
680,shina_18sl_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
681,shina_18sl_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
684,faquatrio_20sl_vua_l_a_ch_y_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
691,kenbast_15sl_khai_hoang_q7_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
694,kenbast_15sl_vua_ch_y_khai_hoang_malaysia_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
697,kenbast_15sl_vua_ch_y_khai_hoang_malaysia_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
698,bpsaco_500ec_tr_m_c_m_u_gold_chunk_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
699,bpsaco_500ec_tr_m_c_m_u_gold_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
700,bpsaco_500ec_tr_m_c_m_u_gold_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
706,yosky_10sl_khai_hoang_g63_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
707,yosky_10sl_khai_hoang_g63_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
708,yosky_10sl_khai_hoang_g63_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
709,kajio_5wg_anh_h_ng_di_t_s_u_chunk_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
711,kajio_5wg_anh_h_ng_di_t_s_u_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
716,kajio_5ec_emasieu_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
717,kajio_5ec_emasieu_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
718,kajio_5ec_emasieu_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
721,kyodo_25sc_i_b_ng_kydo_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
725,oscare_600wg_ram_th_i_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
730,tosi_30wg_di_t_ch_ch_h_t_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
735,abinsec_1_8ec_resquansuper_n_c_c_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
739,daphamec_5ec_n_c_resqansuper_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
743,daphamec_5ec_n_c_trong_resqansuper_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
744,daphamec_5ec_n_c_trong_resqansuper_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
748,haihamec_3_6ec_abalion_n_c_trong_n_c_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
752,ankamec_3_6ec_resankamec_n_c_trong_n_c_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
757,chitin_daphamec_3_6_n_c_c_n_c_trong_resquansuper_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
762,bpalatox_100ec_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
766,biperin_100ec_superotox_100ec_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
771,somethrin_10ec_cyper_10ec_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
773,somethrin_10ec_cyper_10ec_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
782,koto_240sc_th_ng_nh_n_m_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
786,raynanusa_400wp_si_u_r_y_r_p_thay_th_dino_top_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
791,forsan_60ec_di_t_s_u_t_n_g_c_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
794,forsan_60ec_di_t_s_u_t_n_g_c_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
796,forgon_40ec_dime58_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
801,igro_240sc_chlorfena_indo_240_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
805,abinsec_1_8ec_tr_m_nh_n_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
811,bipimai_150ec_c_o_9_u_i_150ec_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
817,oosaka_700wp_vua_tr_c_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
823,bn_meta_18gr_obama_con_v_t_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
827,c_15gr_con_v_t_anh_h_ng_c_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
831,si_u_b_m_d_nh_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
840,downy_650wp_superblast_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
844,gone_super_350ec_til350_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
849,niko_72wp_m8_singapore_c_2_m_u_xanh_v_ng_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
851,niko_72wp_m8_singapore_c_2_m_u_xanh_v_ng_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
853,forthane_80wp_si_u_n_m_b_nh_c_2_m_u_xanh_v_ng_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
859,byphan_800wp_uni_man_n_c_2_m_u_xanh_v_ng_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
864,fortazeb_72wp_rinhdothuysi_c_2_m_u_xanh_v_ng_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
870,thalonil_75wp_bacolinh_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
871,thalonil_75wp_bacolinh_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
875,mekongvil_5sc_vic_thuy_si_5sc_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
876,mekongvil_5sc_vic_thuy_si_5sc_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
880,hoanganhvil_50sc_anhvil_th_y_s_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
883,hoanganhvil_50sc_anhvil_th_y_s_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
886,haruko_5sc_vil_n_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
887,haruko_5sc_vil_n_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
892,scorcarb_80wg_komulunx_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
893,scorcarb_80wg_komulunx_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
897,trinong_50wp_carbendazim_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
901,bisomin_2sl_kasu_nh_t_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
906,tatsu_25wp_m8_singapore_c_2_m_u_xanh_v_ng_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
908,tatsu_25wp_m8_singapore_c_2_m_u_xanh_v_ng_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
912,bretil_super_300ec_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
913,bretil_super_300ec_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
917,mi_stop_350sc_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
920,mi_stop_350sc_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
922,tamiko_50ec_v_t_v_ng_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
925,tamiko_50ec_v_t_v_ng_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
928,santoso_100sc_con_k_t_xanh_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
929,santoso_100sc_con_k_t_xanh_qa_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
932,phonix_dragon_20ec_vua_r_ng_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
935,phonix_dragon_20ec_vua_r_ng_qa_03,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
937,topxapy_30sc_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
942,uchong_40ec_vua_sau_ray_rep_qa_01,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
947,igro_240sc_ohayo_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
952,hosu_10sc_h_ng_h_c_chunk_02,ET_MISMATCH_Q,HIGH,entity_type=product nhưng question có dấu hiệu bệnh/sâu/cỏ
